date,l1c_product_id,cloud_pct,tropomi_n_images,uvai_mean,uvai_max
2024-06-08,20240608T072621_20240608T074154_T38RPN,0.0318612081579026,15,1.5880040714907684,1.630347251892559
2024-06-13,20240613T072619_20240613T073150_T38RPN,1.93932335990922,15,1.6589527840361078,1.6947907805451075
2024-06-18,20240618T072621_20240618T074129_T38RPN,0.00671862402579952,14,0.8561163412257039,1.0002459214046686
2024-06-23,20240623T072619_20240623T073149_T38RPN,0,14,1.0902598132312042,1.3445576429370936
2024-06-28,20240628T072621_20240628T073952_T38RPN,0.0481949296784019,14,1.2673828726787366,1.322688341141392
2024-07-03,20240703T072619_20240703T073150_T38RPN,0.0543163426796859,14,1.5487973193631464,1.699906826020116
2024-07-08,20240708T072621_20240708T073143_T38RPN,0.0200065693212697,14,1.6106117352215152,1.6476696729668068
2024-08-02,20240802T072619_20240802T073147_T38RPN,0.118725551673684,14,1.9339356659852651,1.9758958816537955
2024-08-12,20240812T072619_20240812T073209_T38RPN,1.22529785899848,12,1.366380137241091,1.3923542499549026
2024-08-22,20240822T072619_20240822T073204_T38RPN,0.139836961390307,15,1.23381334874384,1.253452301026002
2024-09-01,20240901T072619_20240901T073200_T38RPN,0.149422198333781,15,1.0303234553034073,1.1364004015925815
2024-09-06,20240906T072621_20240906T073444_T38RPN,0.168712114425632,15,1.272140761202275,1.3743578195575854
2024-09-11,20240911T072619_20240911T073202_T38RPN,3.00773388276748,14,0.6755862542032635,0.9788846373560861
2024-09-16,20240916T072611_20240916T073320_T38RPN,0.107856311027502,14,1.0396177846859627,1.041016578674824
2024-09-21,20240921T072609_20240921T073750_T38RPN,0.886470184239601,14,1.048323628064209,1.3083961009983014
2024-09-26,20240926T072651_20240926T073954_T38RPN,0.131386425393413,14,1.3282852844461763,1.4396268129355774
2024-10-01,20241001T072629_20241001T073146_T38RPN,0.0339215861924811,14,1.4646514906650805,1.5710240602492225
2024-10-06,20241006T072801_20241006T073143_T38RPN,0.0702917375854758,14,1.365977295551523,1.4323716163639375
2024-10-11,20241011T072739_20241011T073716_T38RPN,0.7873032936188,14,1.4844478780343593,1.5686923265461667
2024-10-16,20241016T072901_20241016T073146_T38RPN,0.086506016901072,14,1.3190032440164425,1.3328787088398
2024-10-21,20241021T072849_20241021T073144_T38RPN,0.0353847532025441,14,1.1722244833485693,1.2157343626028267
2024-11-05,20241105T073101_20241105T073141_T38RPN,0,14,0.965954686048493,1.0179724693297654
2024-11-10,20241110T073039_20241110T073142_T38RPN,0.00671862402579952,14,0.7174631762499829,0.758394420146891
2024-11-15,20241115T073151_20241115T073154_T38RPN,0.0165128848278539,14,0.7477845075996152,0.7731515169145902
2024-11-20,20241120T073119_20241120T073950_T38RPN,0.00922691032876467,15,0.7295259970978989,0.7864806056026479
2024-11-30,20241130T073159_20241130T073159_T38RPN,0.285496730269641,15,0.596908845425412,0.5994883179667535
2024-12-05,20241205T073301_20241205T073546_T38RPN,0.0121532443488907,14,0.4080951899181686,0.6435304284097616
2024-12-15,20241215T073351_20241215T074322_T38RPN,0,14,0.3324301294466348,0.399866908788876
2024-12-20,20241220T073229_20241220T073231_T38RPN,0.0136164113589537,14,0.9464275964259817,1.1063877344134654
2024-12-25,20241225T073331_20241225T073325_T38RPN,0.00746513780644391,14,0.8043022736563952,1.016704082488945
2025-01-09,20250109T073209_20250109T073205_T38RPN,3.94523574905193,14,0.7830431990586518,0.8234663605694018
2025-01-14,20250114T073251_20250114T073246_T38RPN,0.0884768132819732,14,0.9698967948228717,1.003403663635743
2025-01-19,20250119T073129_20250119T073950_T38RPN,0,14,0.9999962216703299,1.0199896097188201
2025-01-24,20250124T073241_20250124T074106_T38RPN,1.30180059123891,14,0.5771669332471234,0.5926293730738669
2025-02-08,20250208T072959_20250208T073146_T38RPN,0,15,1.2687154731876136,1.2772027850152752
2025-03-15,20250315T072711_20250315T073519_T38RPN,0,14,1.0419240990075613,1.1274691820150151
2025-03-17,20250317T073021_20250317T073023_T38RPN,0,15,0.6858994634178329,0.871440529823554
2025-03-30,20250330T072619_20250330T073147_T38RPN,1.13983696139031,14,1.6738156850367807,1.7437766790398517
2025-04-09,20250409T072619_20250409T073148_T38RPN,0,14,1.5996153725313307,1.6518714427956054
