signal_class,primary_source,aod_band,aod_beta,aod_p,ci_lo_95,ci_hi_95,q1_aod,q4_aod,predicted_delta_q4_q1,n,r2
goyens_consistent_bias_detected,MERRA-2,DUEXTTAU,-0.010122,0.023851,-0.018903,-0.001342,0.140380,0.315872,-0.001776,224,0.0278
