aoi,acquisition_date,merra2_duexttau_550,cams_total_aod_550,merra2_n_images_used,cams_n_images_used,merra2_window_min_utc,merra2_window_max_utc,cams_window_min_utc,cams_window_max_utc
diriyah_gate,2022-10-12,0.165480,0.263402,2,20,2022-10-12T07:00,2022-10-12T08:00,2022-10-12T06:00,2022-10-12T09:00
diriyah_gate,2022-11-21,0.083854,0.374826,2,20,2022-11-21T07:00,2022-11-21T08:00,2022-11-21T06:00,2022-11-21T09:00
diriyah_gate,2022-12-11,0.059953,0.245197,2,20,2022-12-11T07:00,2022-12-11T08:00,2022-12-11T06:00,2022-12-11T09:00
diriyah_gate,2023-01-20,0.040095,0.153541,2,20,2023-01-20T07:00,2023-01-20T08:00,2023-01-20T06:00,2023-01-20T09:00
diriyah_gate,2023-02-24,0.182427,0.328279,2,20,2023-02-24T07:00,2023-02-24T08:00,2023-02-24T06:00,2023-02-24T09:00
diriyah_gate,2023-03-16,0.210920,0.393847,2,20,2023-03-16T07:00,2023-03-16T08:00,2023-03-16T06:00,2023-03-16T09:00
diriyah_gate,2023-04-30,0.083628,0.359449,2,20,2023-04-30T07:00,2023-04-30T08:00,2023-04-30T06:00,2023-04-30T09:00
diriyah_gate,2023-05-05,0.571071,0.486015,2,20,2023-05-05T07:00,2023-05-05T08:00,2023-05-05T06:00,2023-05-05T09:00
diriyah_gate,2023-06-24,0.395327,0.432774,2,20,2023-06-24T07:00,2023-06-24T08:00,2023-06-24T06:00,2023-06-24T09:00
diriyah_gate,2023-07-19,0.179528,0.377893,2,20,2023-07-19T07:00,2023-07-19T08:00,2023-07-19T06:00,2023-07-19T09:00
diriyah_gate,2023-08-18,0.577806,0.525337,2,20,2023-08-18T07:00,2023-08-18T08:00,2023-08-18T06:00,2023-08-18T09:00
diriyah_gate,2023-09-12,0.295859,0.386603,2,20,2023-09-12T07:00,2023-09-12T08:00,2023-09-12T06:00,2023-09-12T09:00
diriyah_gate,2023-10-02,0.164585,0.229497,2,20,2023-10-02T07:00,2023-10-02T08:00,2023-10-02T06:00,2023-10-02T09:00
diriyah_gate,2023-11-21,0.202900,0.288828,2,20,2023-11-21T07:00,2023-11-21T08:00,2023-11-21T06:00,2023-11-21T09:00
diriyah_gate,2023-12-01,0.188335,0.293952,2,20,2023-12-01T07:00,2023-12-01T08:00,2023-12-01T06:00,2023-12-01T09:00
diriyah_gate,2024-01-05,0.124357,0.457715,2,20,2024-01-05T07:00,2024-01-05T08:00,2024-01-05T06:00,2024-01-05T09:00
diriyah_gate,2024-02-29,0.156980,0.418694,2,20,2024-02-29T07:00,2024-02-29T08:00,2024-02-29T06:00,2024-02-29T09:00
diriyah_gate,2024-03-10,0.462265,0.492440,2,20,2024-03-10T07:00,2024-03-10T08:00,2024-03-10T06:00,2024-03-10T09:00
diriyah_gate,2024-04-04,0.132133,0.245877,2,20,2024-04-04T07:00,2024-04-04T08:00,2024-04-04T06:00,2024-04-04T09:00
diriyah_gate,2024-05-19,0.246010,0.488176,2,20,2024-05-19T07:00,2024-05-19T08:00,2024-05-19T06:00,2024-05-19T09:00
diriyah_gate,2024-06-23,0.211575,0.395590,2,20,2024-06-23T07:00,2024-06-23T08:00,2024-06-23T06:00,2024-06-23T09:00
diriyah_gate,2024-07-08,0.167335,0.340649,2,20,2024-07-08T07:00,2024-07-08T08:00,2024-07-08T06:00,2024-07-08T09:00
diriyah_gate,2024-08-02,0.249040,0.449966,2,20,2024-08-02T07:00,2024-08-02T08:00,2024-08-02T06:00,2024-08-02T09:00
diriyah_gate,2024-09-16,0.157575,0.432607,2,20,2024-09-16T07:00,2024-09-16T08:00,2024-09-16T06:00,2024-09-16T09:00
diriyah_gate,2024-10-01,0.264847,0.623456,2,20,2024-10-01T07:00,2024-10-01T08:00,2024-10-01T06:00,2024-10-01T09:00
diriyah_gate,2024-11-05,0.102717,0.123410,2,20,2024-11-05T07:00,2024-11-05T08:00,2024-11-05T06:00,2024-11-05T09:00
diriyah_gate,2024-12-25,0.164635,0.282834,2,20,2024-12-25T07:00,2024-12-25T08:00,2024-12-25T06:00,2024-12-25T09:00
diriyah_gate,2025-01-19,0.123118,0.375862,2,20,2025-01-19T07:00,2025-01-19T08:00,2025-01-19T06:00,2025-01-19T09:00
diriyah_gate,2025-02-08,0.084661,0.477495,2,20,2025-02-08T07:00,2025-02-08T08:00,2025-02-08T06:00,2025-02-08T09:00
diriyah_gate,2025-03-15,0.094304,0.613694,2,20,2025-03-15T07:00,2025-03-15T08:00,2025-03-15T06:00,2025-03-15T09:00
diriyah_gate,2025-04-24,0.229672,0.316673,2,20,2025-04-24T07:00,2025-04-24T08:00,2025-04-24T06:00,2025-04-24T09:00
diriyah_gate,2025-05-09,0.404423,0.874507,2,20,2025-05-09T07:00,2025-05-09T08:00,2025-05-09T06:00,2025-05-09T09:00
diriyah_gate,2025-06-05,0.451881,0.635260,2,20,2025-06-05T07:00,2025-06-05T08:00,2025-06-05T06:00,2025-06-05T09:00
diriyah_gate,2025-07-03,0.343914,0.558585,2,18,2025-07-03T07:00,2025-07-03T08:00,2025-07-03T06:00,2025-07-03T09:00
diriyah_gate,2025-08-04,0.317655,0.644980,2,20,2025-08-04T07:00,2025-08-04T08:00,2025-08-04T06:00,2025-08-04T09:00
diriyah_gate,2025-09-21,0.309146,0.597380,2,20,2025-09-21T07:00,2025-09-21T08:00,2025-09-21T06:00,2025-09-21T09:00
diriyah_gate,2025-10-11,0.238194,0.455433,2,20,2025-10-11T07:00,2025-10-11T08:00,2025-10-11T06:00,2025-10-11T09:00
diriyah_gate,2025-11-25,0.077957,0.162827,2,20,2025-11-25T07:00,2025-11-25T08:00,2025-11-25T06:00,2025-11-25T09:00
diriyah_gate,2025-12-30,0.090593,0.219370,2,20,2025-12-30T07:00,2025-12-30T08:00,2025-12-30T06:00,2025-12-30T09:00
diriyah_gate,2026-01-04,0.229249,0.475596,2,20,2026-01-04T07:00,2026-01-04T08:00,2026-01-04T06:00,2026-01-04T09:00
diriyah_gate,2026-02-13,0.157810,0.334605,2,20,2026-02-13T07:00,2026-02-13T08:00,2026-02-13T06:00,2026-02-13T09:00
diriyah_gate,2026-03-25,0.315872,0.485264,2,20,2026-03-25T07:00,2026-03-25T08:00,2026-03-25T06:00,2026-03-25T09:00
diriyah_gate,2026-04-14,,0.383157,0,20,,,2026-04-14T06:00,2026-04-14T09:00
