id,date,cloud_cover,tile_id,geometry_type,geometry_coords_count
S2A_MSIL2A_20221024T071951_N0510_R006_T38RPN_20240724T111649.SAFE,2022-10-24T07:33:01.49Z,0.1,,,0
S2A_MSIL2A_20221027T073011_N0510_R049_T38RPN_20240801T215052.SAFE,2022-10-27T07:42:57.627Z,53.63,,,0
S2B_MSIL2A_20221029T072019_N0510_R006_T38RPN_20240725T002053.SAFE,2022-10-29T07:32:57.731Z,0.19,,,0
S2B_MSIL2A_20221101T073009_N0510_R049_T38RPN_20240802T202702.SAFE,2022-11-01T07:42:52.565Z,11.34,,,0
S2A_MSIL2A_20221103T072051_N0510_R006_T38RPN_20240801T055234.SAFE,2022-11-03T07:33:02.999Z,0.2,,,0
S2A_MSIL2A_20221106T073111_N0510_R049_T38RPN_20240804T195513.SAFE,2022-11-06T07:42:58.466Z,45.36,,,0
S2B_MSIL2A_20221108T072119_N0510_R006_T38RPN_20240804T211135.SAFE,2022-11-08T07:32:57.739Z,0.48,,,0
S2B_MSIL2A_20221111T073039_N0510_R049_T38RPN_20240804T190527.SAFE,2022-11-11T07:42:53.719Z,76.89,,,0
S2A_MSIL2A_20221113T072141_N0510_R006_T38RPN_20240805T143351.SAFE,2022-11-13T07:33:01.898Z,0.18,,,0
S2A_MSIL2A_20221116T073201_N0510_R049_T38RPN_20240805T002412.SAFE,2022-11-16T07:42:56.558Z,0.01,,,0
S2B_MSIL2A_20221118T072159_N0510_R006_T38RPN_20240804T210206.SAFE,2022-11-18T07:32:58.621Z,7.53,,,0
S2B_MSIL2A_20221121T073129_N0510_R049_T38RPN_20240805T091109.SAFE,2022-11-21T07:42:54.038Z,0.02,,,0
S2A_MSIL2A_20221123T072221_N0510_R006_T38RPN_20240806T022158.SAFE,2022-11-23T07:32:58.615Z,0.16,,,0
S2A_MSIL2A_20221126T073241_N0510_R049_T38RPN_20240805T215059.SAFE,2022-11-26T07:42:53.809Z,1.76,,,0
S2B_MSIL2A_20221128T072239_N0510_R006_T38RPN_20240806T032857.SAFE,2022-11-28T07:32:57.765Z,0.08,,,0
S2B_MSIL2A_20221201T073159_N0510_R049_T38RPN_20240809T052216.SAFE,2022-12-01T07:42:52.656Z,67.55,,,0
S2A_MSIL2A_20221203T072251_N0510_R006_T38RPN_20240809T161607.SAFE,2022-12-03T07:32:59.284Z,0.21,,,0
S2A_MSIL2A_20221206T073311_N0510_R049_T38RPN_20240807T170454.SAFE,2022-12-06T07:42:54.903Z,15.61,,,0
S2B_MSIL2A_20221208T072259_N0510_R006_T38RPN_20240808T012918.SAFE,2022-12-08T07:32:55.189Z,85.23,,,0
S2B_MSIL2A_20221211T073219_N0510_R049_T38RPN_20240806T135701.SAFE,2022-12-11T07:42:51.39Z,0.0,,,0
S2A_MSIL2A_20221213T072311_N0510_R006_T38RPN_20240808T064345.SAFE,2022-12-13T07:32:58.979Z,0.32,,,0
S2A_MSIL2A_20221216T073321_N0510_R049_T38RPN_20240806T212926.SAFE,2022-12-16T07:42:53.871Z,14.57,,,0
S2B_MSIL2A_20221218T072319_N0510_R006_T38RPN_20240808T132804.SAFE,2022-12-18T07:32:57.596Z,0.2,,,0
S2B_MSIL2A_20221221T073229_N0510_R049_T38RPN_20240807T054116.SAFE,2022-12-21T07:42:53.468Z,0.0,,,0
S2A_MSIL2A_20221223T072321_N0510_R006_T38RPN_20240807T082125.SAFE,2022-12-23T07:32:56.664Z,100.0,,,0
S2A_MSIL2A_20221226T073321_N0510_R049_T38RPN_20240810T012950.SAFE,2022-12-26T07:42:52.715Z,17.52,,,0
S2B_MSIL2A_20221228T072319_N0510_R006_T38RPN_20240807T193029.SAFE,2022-12-28T07:32:58.105Z,0.17,,,0
S2B_MSIL2A_20221231T073229_N0510_R049_T38RPN_20240808T184844.SAFE,2022-12-31T07:42:53.283Z,98.49,,,0
S2A_MSIL2A_20230102T072311_N0510_R006_T38RPN_20240810T064912.SAFE,2023-01-02T07:32:57.96Z,99.69,,,0
S2A_MSIL2A_20230105T073311_N0510_R049_T38RPN_20240810T180723.SAFE,2023-01-05T07:42:53.356Z,97.25,,,0
S2B_MSIL2A_20230107T072259_N0510_R006_T38RPN_20240812T045049.SAFE,2023-01-07T07:32:56.376Z,97.84,,,0
S2B_MSIL2A_20230110T073159_N0510_R049_T38RPN_20240813T045603.SAFE,2023-01-10T07:42:50.728Z,27.84,,,0
S2A_MSIL2A_20230112T072251_N0510_R006_T38RPN_20240811T002336.SAFE,2023-01-12T07:32:56.697Z,79.34,,,0
S2A_MSIL2A_20230115T073241_N0510_R049_T38RPN_20240813T122224.SAFE,2023-01-15T07:42:51.144Z,78.05,,,0
S2B_MSIL2A_20230117T072229_N0510_R006_T38RPN_20240813T145453.SAFE,2023-01-17T07:32:56.004Z,99.77,,,0
S2B_MSIL2A_20230120T073129_N0510_R049_T38RPN_20240811T205217.SAFE,2023-01-20T07:42:52.086Z,0.0,,,0
S2A_MSIL2A_20230122T072211_N0510_R006_T38RPN_20240812T195716.SAFE,2023-01-22T07:32:54.776Z,26.76,,,0
S2A_MSIL2A_20230125T073201_N0510_R049_T38RPN_20240810T141009.SAFE,2023-01-25T07:42:51.303Z,98.61,,,0
S2B_MSIL2A_20230127T072149_N0510_R006_T38RPN_20240810T201554.SAFE,2023-01-27T07:32:56.781Z,16.81,,,0
S2B_MSIL2A_20230130T073049_N0510_R049_T38RPN_20240811T055146.SAFE,2023-01-30T07:42:51.807Z,5.57,,,0
S2A_MSIL2A_20230201T072131_N0510_R006_T38RPN_20240815T201516.SAFE,2023-02-01T07:32:57.408Z,0.35,,,0
S2A_MSIL2A_20230204T073111_N0510_R049_T38RPN_20240815T090215.SAFE,2023-02-04T07:42:53.217Z,5.83,,,0
S2B_MSIL2A_20230206T072059_N0510_R006_T38RPN_20240815T031400.SAFE,2023-02-06T07:32:56.786Z,47.85,,,0
S2B_MSIL2A_20230209T073009_N0510_R049_T38RPN_20240813T145304.SAFE,2023-02-09T07:42:52.82Z,13.98,,,0
S2A_MSIL2A_20230211T072031_N0510_R006_T38RPN_20240813T220050.SAFE,2023-02-11T07:32:57.317Z,14.41,,,0
S2A_MSIL2A_20230214T073011_N0510_R049_T38RPN_20240816T091151.SAFE,2023-02-14T07:42:51.836Z,1.65,,,0
S2B_MSIL2A_20230216T071959_N0510_R006_T38RPN_20240818T124016.SAFE,2023-02-16T07:32:56.951Z,19.32,,,0
S2B_MSIL2A_20230219T072939_N0510_R049_T38RPN_20240821T031309.SAFE,2023-02-19T07:42:53.313Z,19.72,,,0
S2A_MSIL2A_20230221T071921_N0510_R006_T38RPN_20240814T155809.SAFE,2023-02-21T07:32:56.313Z,75.42,,,0
S2A_MSIL2A_20230224T072911_N0510_R049_T38RPN_20240821T145025.SAFE,2023-02-24T07:42:51.951Z,0.0,,,0
S2B_MSIL2A_20230226T071849_N0510_R006_T38RPN_20240818T161223.SAFE,2023-02-26T07:32:59.569Z,1.57,,,0
S2B_MSIL2A_20230301T072829_N0510_R049_T38RPN_20240824T102720.SAFE,2023-03-01T07:42:55.215Z,91.14,,,0
S2A_MSIL2A_20230303T071811_N0510_R006_T38RPN_20240818T164536.SAFE,2023-03-03T07:32:55.822Z,0.85,,,0
S2A_MSIL2A_20230306T072751_N0510_R049_T38RPN_20240820T054544.SAFE,2023-03-06T07:42:50.712Z,5.63,,,0
S2B_MSIL2A_20230308T071739_N0510_R006_T38RPN_20240823T032130.SAFE,2023-03-08T07:33:02.534Z,20.12,,,0
S2B_MSIL2A_20230311T072729_N0510_R049_T38RPN_20240819T011807.SAFE,2023-03-11T07:42:58.602Z,4.51,,,0
S2A_MSIL2A_20230313T071701_N0510_R006_T38RPN_20240819T215054.SAFE,2023-03-13T07:32:55.347Z,16.8,,,0
S2A_MSIL2A_20230316T072641_N0510_R049_T38RPN_20240827T124807.SAFE,2023-03-16T07:42:51.862Z,0.0,,,0
S2B_MSIL2A_20230318T071629_N0510_R006_T38RPN_20240823T234102.SAFE,2023-03-18T07:33:02.606Z,36.71,,,0
S2B_MSIL2A_20230321T072619_N0510_R049_T38RPN_20240826T205615.SAFE,2023-03-21T07:42:57.309Z,0.0,,,0
S2A_MSIL2A_20230323T071621_N0510_R006_T38RPN_20240830T064246.SAFE,2023-03-23T07:32:57.481Z,0.2,,,0
S2A_MSIL2A_20230326T072611_N0510_R049_T38RPN_20240831T004820.SAFE,2023-03-26T07:42:52.716Z,92.6,,,0
S2B_MSIL2A_20230328T071619_N0510_R006_T38RPN_20240829T094749.SAFE,2023-03-28T07:33:02.056Z,0.2,,,0
S2B_MSIL2A_20230331T072619_N0510_R049_T38RPN_20240825T212032.SAFE,2023-03-31T07:42:57.835Z,7.84,,,0
S2A_MSIL2A_20230402T071621_N0510_R006_T38RPN_20240828T224702.SAFE,2023-04-02T07:32:57.92Z,11.45,,,0
S2A_MSIL2A_20230405T072621_N0510_R049_T38RPN_20240826T185857.SAFE,2023-04-05T07:42:54.069Z,13.82,,,0
S2B_MSIL2A_20230407T071619_N0510_R006_T38RPN_20240828T093234.SAFE,2023-04-07T07:33:01.661Z,53.96,,,0
S2B_MSIL2A_20230410T072619_N0510_R049_T38RPN_20240826T061043.SAFE,2023-04-10T07:42:56.176Z,1.67,,,0
S2A_MSIL2A_20230412T071621_N0510_R006_T38RPN_20240828T054821.SAFE,2023-04-12T07:32:58.976Z,0.1,,,0
S2A_MSIL2A_20230415T072611_N0510_R049_T38RPN_20240826T153408.SAFE,2023-04-15T07:42:54.151Z,84.05,,,0
S2B_MSIL2A_20230420T072619_N0510_R049_T38RPN_20240904T235203.SAFE,2023-04-20T07:42:56.314Z,6.48,,,0
S2A_MSIL2A_20230422T071621_N0510_R006_T38RPN_20240903T103430.SAFE,2023-04-22T07:32:57.8Z,91.83,,,0
S2A_MSIL2A_20230425T072611_N0510_R049_T38RPN_20240904T234103.SAFE,2023-04-25T07:42:54.097Z,14.72,,,0
S2B_MSIL2A_20230427T071619_N0510_R006_T38RPN_20240830T140634.SAFE,2023-04-27T07:33:00.422Z,0.27,,,0
S2B_MSIL2A_20230430T072619_N0510_R049_T38RPN_20240903T065000.SAFE,2023-04-30T07:42:56.431Z,0.0,,,0
S2A_MSIL2A_20230502T071621_N0510_R006_T38RPN_20240906T185606.SAFE,2023-05-02T07:32:59.252Z,19.02,,,0
S2A_MSIL2A_20230505T072621_N0510_R049_T38RPN_20240831T223506.SAFE,2023-05-05T07:42:54.63Z,0.06,,,0
S2B_MSIL2A_20230507T071619_N0510_R006_T38RPN_20240903T192608.SAFE,2023-05-07T07:33:01.494Z,0.34,,,0
S2B_MSIL2A_20230510T072619_N0510_R049_T38RPN_20240905T184114.SAFE,2023-05-10T07:42:56.921Z,1.0,,,0
S2A_MSIL2A_20230512T071621_N0510_R006_T38RPN_20240908T081903.SAFE,2023-05-12T07:32:58.263Z,0.23,,,0
S2A_MSIL2A_20230515T072621_N0510_R049_T38RPN_20240903T032626.SAFE,2023-05-15T07:42:55.048Z,54.34,,,0
S2B_MSIL2A_20230517T071619_N0510_R006_T38RPN_20240905T010034.SAFE,2023-05-17T07:33:03.4Z,2.98,,,0
S2B_MSIL2A_20230520T072619_N0510_R049_T38RPN_20240904T114642.SAFE,2023-05-20T07:42:59.266Z,33.77,,,0
S2A_MSIL2A_20230522T071621_N0510_R006_T38RPN_20240906T061509.SAFE,2023-05-22T07:33:01.745Z,0.89,,,0
S2A_MSIL2A_20230525T072621_N0510_R049_T38RPN_20240908T051329.SAFE,2023-05-25T07:42:57.773Z,24.65,,,0
S2B_MSIL2A_20230527T071619_N0510_R006_T38RPN_20240908T032756.SAFE,2023-05-27T07:33:03.455Z,0.28,,,0
S2B_MSIL2A_20230530T072619_N0510_R049_T38RPN_20240906T080649.SAFE,2023-05-30T07:42:58.492Z,85.03,,,0
S2A_MSIL2A_20230601T071621_N0510_R006_T38RPN_20241002T165321.SAFE,2023-06-01T07:33:02.733Z,15.79,,,0
S2A_MSIL2A_20230604T072621_N0510_R049_T38RPN_20240910T023645.SAFE,2023-06-04T07:42:58.156Z,0.83,,,0
S2B_MSIL2A_20230606T071619_N0510_R006_T38RPN_20241012T104049.SAFE,2023-06-06T07:33:03.483Z,0.46,,,0
S2B_MSIL2A_20230609T072619_N0510_R049_T38RPN_20240927T160454.SAFE,2023-06-09T07:42:59.322Z,0.0,,,0
S2A_MSIL2A_20230611T071621_N0510_R006_T38RPN_20240913T101941.SAFE,2023-06-11T07:33:02.856Z,0.26,,,0
S2A_MSIL2A_20230614T072621_N0510_R049_T38RPN_20240909T160400.SAFE,2023-06-14T07:42:58.564Z,3.56,,,0
S2B_MSIL2A_20230616T071619_N0510_R006_T38RPN_20241002T150912.SAFE,2023-06-16T07:33:03.773Z,0.54,,,0
S2B_MSIL2A_20230619T072619_N0510_R049_T38RPN_20241003T084049.SAFE,2023-06-19T07:42:58.854Z,0.0,,,0
S2A_MSIL2A_20230621T071621_N0510_R006_T38RPN_20240926T045027.SAFE,2023-06-21T07:33:02.682Z,0.2,,,0
S2A_MSIL2A_20230624T072621_N0510_R049_T38RPN_20241002T115009.SAFE,2023-06-24T07:42:57.573Z,0.0,,,0
S2B_MSIL2A_20230626T071619_N0510_R006_T38RPN_20240928T052855.SAFE,2023-06-26T07:33:03.507Z,0.21,,,0
S2B_MSIL2A_20230629T072619_N0510_R049_T38RPN_20240912T110117.SAFE,2023-06-29T07:42:59.429Z,0.0,,,0
S2A_MSIL2A_20230701T071621_N0510_R006_T38RPN_20240912T232057.SAFE,2023-07-01T07:33:03.431Z,0.13,,,0
S2A_MSIL2A_20230704T072621_N0510_R049_T38RPN_20240913T111047.SAFE,2023-07-04T07:42:59.358Z,0.0,,,0
S2B_MSIL2A_20230706T071629_N0510_R006_T38RPN_20240912T214748.SAFE,2023-07-06T07:33:04.274Z,0.21,,,0
S2B_MSIL2A_20230709T072619_N0510_R049_T38RPN_20241017T204849.SAFE,2023-07-09T07:42:59.571Z,0.0,,,0
S2A_MSIL2A_20230711T071621_N0510_R006_T38RPN_20241010T113750.SAFE,2023-07-11T07:33:04.105Z,0.21,,,0
S2A_MSIL2A_20230714T072621_N0510_R049_T38RPN_20240929T133401.SAFE,2023-07-14T07:42:59.382Z,0.0,,,0
S2B_MSIL2A_20230716T071619_N0510_R006_T38RPN_20240913T191523.SAFE,2023-07-16T07:33:04.147Z,5.98,,,0
S2B_MSIL2A_20230719T072619_N0510_R049_T38RPN_20241020T230656.SAFE,2023-07-19T07:43:00.113Z,0.0,,,0
S2A_MSIL2A_20230721T071621_N0510_R006_T38RPN_20241014T163552.SAFE,2023-07-21T07:33:02.92Z,0.13,,,0
S2A_MSIL2A_20230724T072621_N0510_R049_T38RPN_20240930T074736.SAFE,2023-07-24T07:42:59.035Z,7.1,,,0
S2B_MSIL2A_20230726T071629_N0510_R006_T38RPN_20240928T034152.SAFE,2023-07-26T07:33:04.81Z,15.86,,,0
S2B_MSIL2A_20230729T072619_N0510_R049_T38RPN_20241022T060605.SAFE,2023-07-29T07:42:59.99Z,0.05,,,0
S2A_MSIL2A_20230731T071621_N0510_R006_T38RPN_20241021T012820.SAFE,2023-07-31T07:33:04.204Z,0.22,,,0
S2A_MSIL2A_20230803T072621_N0510_R049_T38RPN_20241022T024001.SAFE,2023-08-03T07:42:59.591Z,0.0,,,0
S2B_MSIL2A_20230805T071619_N0510_R006_T38RPN_20241026T154426.SAFE,2023-08-05T07:33:03.778Z,0.53,,,0
S2B_MSIL2A_20230808T072619_N0510_R049_T38RPN_20241021T123244.SAFE,2023-08-08T07:42:59.703Z,0.0,,,0
S2A_MSIL2A_20230810T071621_N0510_R006_T38RPN_20241021T130255.SAFE,2023-08-10T07:33:03.274Z,0.19,,,0
S2A_MSIL2A_20230813T072621_N0510_R049_T38RPN_20241020T150253.SAFE,2023-08-13T07:42:59.515Z,0.0,,,0
S2B_MSIL2A_20230815T071629_N0510_R006_T38RPN_20241015T163456.SAFE,2023-08-15T07:33:04.447Z,14.3,,,0
S2B_MSIL2A_20230818T072619_N0510_R049_T38RPN_20241024T201227.SAFE,2023-08-18T07:42:59.697Z,0.0,,,0
S2A_MSIL2A_20230820T071621_N0510_R006_T38RPN_20241022T075652.SAFE,2023-08-20T07:33:04.988Z,39.74,,,0
S2A_MSIL2A_20230823T072621_N0510_R049_T38RPN_20241019T111703.SAFE,2023-08-23T07:43:00.501Z,0.0,,,0
S2B_MSIL2A_20230825T071619_N0510_R006_T38RPN_20241015T083146.SAFE,2023-08-25T07:33:02.98Z,0.16,,,0
S2B_MSIL2A_20230828T072619_N0510_R049_T38RPN_20241017T104428.SAFE,2023-08-28T07:42:58.892Z,0.11,,,0
S2A_MSIL2A_20230830T071621_N0510_R006_T38RPN_20241021T225804.SAFE,2023-08-30T07:33:04.252Z,0.15,,,0
S2A_MSIL2A_20230902T072621_N0510_R049_T38RPN_20241103T125622.SAFE,2023-09-02T07:42:59.618Z,0.49,,,0
S2B_MSIL2A_20230904T071619_N0511_R006_T38RPN_20250807T191939.SAFE,2023-09-04T07:33:03.549Z,0.13,,,0
S2B_MSIL2A_20230907T072619_N0510_R049_T38RPN_20241026T060216.SAFE,2023-09-07T07:42:58.764Z,0.0,,,0
S2A_MSIL2A_20230909T071621_N0510_R006_T38RPN_20241029T133045.SAFE,2023-09-09T07:33:03.969Z,6.91,,,0
S2A_MSIL2A_20230912T072621_N0510_R049_T38RPN_20241103T163412.SAFE,2023-09-12T07:42:59.073Z,0.0,,,0
S2B_MSIL2A_20230914T071619_N0510_R006_T38RPN_20241024T152028.SAFE,2023-09-14T07:33:01.721Z,0.14,,,0
S2B_MSIL2A_20230917T072619_N0510_R049_T38RPN_20241101T043931.SAFE,2023-09-17T07:42:57.67Z,30.79,,,0
S2A_MSIL2A_20230919T071621_N0510_R006_T38RPN_20241031T153013.SAFE,2023-09-19T07:33:01.467Z,0.22,,,0
S2A_MSIL2A_20230922T072621_N0510_R049_T38RPN_20241026T095455.SAFE,2023-09-22T07:42:56.002Z,1.15,,,0
S2B_MSIL2A_20230924T071629_N0510_R006_T38RPN_20241105T224940.SAFE,2023-09-24T07:33:02.357Z,0.16,,,0
S2B_MSIL2A_20230927T072649_N0510_R049_T38RPN_20241026T085816.SAFE,2023-09-27T07:42:57.369Z,0.0,,,0
S2A_MSIL2A_20230929T071701_N0510_R006_T38RPN_20241027T143206.SAFE,2023-09-29T07:33:01.139Z,0.17,,,0
S2A_MSIL2A_20231002T072731_N0510_R049_T38RPN_20241109T011707.SAFE,2023-10-02T07:42:56.283Z,0.0,,,0
S2B_MSIL2A_20231004T071739_N0510_R006_T38RPN_20241107T190548.SAFE,2023-10-04T07:32:59.391Z,0.14,,,0
S2B_MSIL2A_20231007T072759_N0510_R049_T38RPN_20241102T113445.SAFE,2023-10-07T07:42:54.852Z,0.0,,,0
S2A_MSIL2A_20231009T071811_N0510_R006_T38RPN_20241108T192759.SAFE,2023-10-09T07:32:58.47Z,0.16,,,0
S2A_MSIL2A_20231012T072831_N0510_R049_T38RPN_20241028T084327.SAFE,2023-10-12T07:42:52.162Z,0.27,,,0
S2B_MSIL2A_20231014T071839_N0510_R006_T38RPN_20241107T021622.SAFE,2023-10-14T07:33:01.169Z,0.2,,,0
S2B_MSIL2A_20231017T072909_N0510_R049_T38RPN_20241103T131650.SAFE,2023-10-17T07:42:56.694Z,0.0,,,0
S2A_MSIL2A_20231019T071911_N0510_R006_T38RPN_20241028T081258.SAFE,2023-10-19T07:32:58.585Z,0.21,,,0
S2A_MSIL2A_20231022T072941_N0510_R049_T38RPN_20241028T060215.SAFE,2023-10-22T07:42:54.374Z,0.0,,,0
S2B_MSIL2A_20231024T071949_N0510_R006_T38RPN_20241103T070630.SAFE,2023-10-24T07:33:00.018Z,0.21,,,0
S2B_MSIL2A_20231027T073009_N0510_R049_T38RPN_20241103T234444.SAFE,2023-10-27T07:42:55.608Z,0.28,,,0
S2A_MSIL2A_20231029T072021_N0510_R006_T38RPN_20241028T120117.SAFE,2023-10-29T07:32:58.597Z,0.17,,,0
S2A_MSIL2A_20231101T073041_N0510_R049_T38RPN_20241028T151943.SAFE,2023-11-01T07:42:53.348Z,8.57,,,0
S2B_MSIL2A_20231103T072049_N0510_R006_T38RPN_20241028T141010.SAFE,2023-11-03T07:33:01.571Z,76.27,,,0
S2B_MSIL2A_20231106T073019_N0510_R049_T38RPN_20241031T201727.SAFE,2023-11-06T07:42:57.069Z,19.06,,,0
S2A_MSIL2A_20231111T073131_N0510_R049_T38RPN_20241121T061304.SAFE,2023-11-11T07:42:53.608Z,74.99,,,0
S2B_MSIL2A_20231113T072139_N0510_R006_T38RPN_20241102T004146.SAFE,2023-11-13T07:32:59.504Z,81.74,,,0
S2B_MSIL2A_20231116T073109_N0510_R049_T38RPN_20241112T205325.SAFE,2023-11-16T07:42:53.602Z,28.67,,,0
S2A_MSIL2A_20231118T072201_N0510_R006_T38RPN_20241109T055324.SAFE,2023-11-18T07:32:56.561Z,0.35,,,0
S2A_MSIL2A_20231121T073211_N0510_R049_T38RPN_20241120T041253.SAFE,2023-11-21T07:42:50.874Z,6.31,,,0
S2B_MSIL2A_20231123T072219_N0511_R006_T38RPN_20250807T015517.SAFE,2023-11-23T07:32:54.011Z,67.48,,,0
S2B_MSIL2A_20231126T073139_N0510_R049_T38RPN_20241120T032043.SAFE,2023-11-26T07:42:50.361Z,10.84,,,0
S2A_MSIL2A_20231128T072231_N0510_R006_T38RPN_20241029T104019.SAFE,2023-11-28T07:32:51.614Z,18.59,,,0
S2A_MSIL2A_20231201T073241_N0510_R049_T38RPN_20241101T012730.SAFE,2023-12-01T07:42:45.942Z,0.0,,,0
S2B_MSIL2A_20231203T072249_N0510_R006_T38RPN_20241114T162754.SAFE,2023-12-03T07:32:56.06Z,30.03,,,0
S2A_MSIL2A_20231208T072301_N0510_R006_T38RPN_20241102T033647.SAFE,2023-12-08T07:32:53.238Z,0.18,,,0
S2B_MSIL2A_20231213T072309_N0510_R006_T38RPN_20231213T162232.SAFE,2023-12-13T07:32:56.833Z,100.0,,,0
S2B_MSIL2A_20231216T073229_N0510_R049_T38RPN_20231216T085205.SAFE,2023-12-16T07:42:53.63Z,0.0,,,0
S2A_MSIL2A_20231218T072321_N0510_R006_T38RPN_20231218T100750.SAFE,2023-12-18T07:32:55.062Z,10.75,,,0
S2A_MSIL2A_20231221T073321_N0510_R049_T38RPN_20231221T103448.SAFE,2023-12-21T07:42:50.447Z,0.0,,,0
S2B_MSIL2A_20231223T072319_N0510_R006_T38RPN_20231223T084329.SAFE,2023-12-23T07:33:00.035Z,99.99,,,0
S2B_MSIL2A_20231226T073229_N0510_R049_T38RPN_20231226T085303.SAFE,2023-12-26T07:42:55.776Z,0.13,,,0
S2A_MSIL2A_20231228T072321_N0510_R006_T38RPN_20231228T103854.SAFE,2023-12-28T07:32:56.006Z,76.51,,,0
S2A_MSIL2A_20231231T073321_N0510_R049_T38RPN_20231231T103550.SAFE,2023-12-31T07:42:51.41Z,37.02,,,0
S2B_MSIL2A_20240102T072319_N0510_R006_T38RPN_20240102T085803.SAFE,2024-01-02T07:32:59.534Z,0.27,,,0
S2B_MSIL2A_20240105T073219_N0510_R049_T38RPN_20240105T085109.SAFE,2024-01-05T07:42:54.315Z,0.76,,,0
S2A_MSIL2A_20240107T072301_N0510_R006_T38RPN_20240107T103653.SAFE,2024-01-07T07:32:54.875Z,0.39,,,0
S2A_MSIL2A_20240110T073301_N0510_R049_T38RPN_20240110T102553.SAFE,2024-01-10T07:42:49.498Z,8.88,,,0
S2B_MSIL2A_20240112T072249_N0510_R006_T38RPN_20240112T230852.SAFE,2024-01-12T07:32:56.824Z,0.24,,,0
S2A_MSIL2A_20240117T072231_N0510_R006_T38RPN_20240117T103452.SAFE,2024-01-17T07:32:50.721Z,61.29,,,0
S2A_MSIL2A_20240120T073221_N0510_R049_T38RPN_20240120T103253.SAFE,2024-01-20T07:42:46.138Z,4.43,,,0
S2B_MSIL2A_20240122T072219_N0510_R006_T38RPN_20240122T115020.SAFE,2024-01-22T07:32:58.196Z,0.13,,,0
S2B_MSIL2A_20240125T073109_N0510_R049_T38RPN_20240125T094531.SAFE,2024-01-25T07:42:53.298Z,99.99,,,0
S2A_MSIL2A_20240127T072151_N0510_R006_T38RPN_20240127T103705.SAFE,2024-01-27T07:32:53.602Z,99.62,,,0
S2A_MSIL2A_20240130T073141_N0510_R049_T38RPN_20240130T101751.SAFE,2024-01-30T07:42:49.706Z,31.46,,,0
S2B_MSIL2A_20240201T072129_N0510_R006_T38RPN_20240201T094120.SAFE,2024-02-01T07:32:55.826Z,0.2,,,0
S2B_MSIL2A_20240204T073019_N0510_R049_T38RPN_20240204T084958.SAFE,2024-02-04T07:42:52.502Z,11.61,,,0
S2A_MSIL2A_20240206T072101_N0510_R006_T38RPN_20240206T100959.SAFE,2024-02-06T07:32:54.895Z,0.23,,,0
S2A_MSIL2A_20240209T073051_N0510_R049_T38RPN_20240209T102755.SAFE,2024-02-09T07:42:50.457Z,0.29,,,0
S2B_MSIL2A_20240211T072029_N0510_R006_T38RPN_20240211T084828.SAFE,2024-02-11T07:32:59.572Z,75.66,,,0
S2B_MSIL2A_20240214T073009_N0510_R049_T38RPN_20240214T084911.SAFE,2024-02-14T07:42:55.476Z,8.72,,,0
S2A_MSIL2A_20240216T072001_N0510_R006_T38RPN_20240216T100952.SAFE,2024-02-16T07:32:56.801Z,4.29,,,0
S2A_MSIL2A_20240219T072941_N0510_R049_T38RPN_20240219T104553.SAFE,2024-02-19T07:42:52.385Z,10.16,,,0
S2B_MSIL2A_20240221T071929_N0510_R006_T38RPN_20240221T084913.SAFE,2024-02-21T07:32:55.014Z,0.05,,,0
S2B_MSIL2A_20240221T071929_N0510_R006_T38RPN_20240221T094127.SAFE,2024-02-21T07:33:01.413Z,0.24,,,0
S2B_MSIL2A_20240224T072909_N0510_R049_T38RPN_20240224T085013.SAFE,2024-02-24T07:42:54.285Z,1.02,,,0
S2A_MSIL2A_20240226T071851_N0510_R006_T38RPN_20240226T103055.SAFE,2024-02-26T07:32:57.99Z,0.27,,,0
S2A_MSIL2A_20240229T072841_N0510_R049_T38RPN_20240229T124150.SAFE,2024-02-29T07:42:54.22Z,0.0,,,0
S2B_MSIL2A_20240302T071819_N0510_R006_T38RPN_20240302T094342.SAFE,2024-03-02T07:32:56.109Z,7.9,,,0
S2B_MSIL2A_20240305T072759_N0510_R049_T38RPN_20240305T091211.SAFE,2024-03-05T07:42:49.942Z,28.45,,,0
S2A_MSIL2A_20240307T071741_N0510_R006_T38RPN_20240307T102954.SAFE,2024-03-07T07:32:59.452Z,67.41,,,0
S2A_MSIL2A_20240310T072721_N0510_R049_T38RPN_20240310T104654.SAFE,2024-03-10T07:42:54.758Z,0.0,,,0
S2B_MSIL2A_20240312T071659_N0510_R006_T38RPN_20240312T094425.SAFE,2024-03-12T07:32:55.669Z,0.76,,,0
S2B_MSIL2A_20240315T072649_N0510_R049_T38RPN_20240315T090639.SAFE,2024-03-15T07:42:52.466Z,66.09,,,0
S2A_MSIL2A_20240317T071631_N0510_R006_T38RPN_20240317T105852.SAFE,2024-03-17T07:32:59.254Z,98.34,,,0
S2A_MSIL2A_20240320T072621_N0510_R049_T38RPN_20240320T105352.SAFE,2024-03-20T07:42:55.339Z,32.79,,,0
S2B_MSIL2A_20240322T071619_N0510_R006_T38RPN_20240322T095556.SAFE,2024-03-22T07:32:59.176Z,20.16,,,0
S2B_MSIL2A_20240325T072619_N0510_R049_T38RPN_20240325T095417.SAFE,2024-03-25T07:42:54.857Z,2.29,,,0
S2A_MSIL2A_20240327T071621_N0510_R006_T38RPN_20240327T104556.SAFE,2024-03-27T07:32:59.418Z,0.2,,,0
