id,date,cloud_cover,tile_id,geometry_type,geometry_coords_count
S2A_MSIL2A_20210601T071621_N0500_R006_T38RPN_20230305T210101.SAFE,2021-06-01T07:32:59.775Z,0.21,,,0
S2A_MSIL2A_20210604T072621_N0500_R049_T38RPN_20230307T064449.SAFE,2021-06-04T07:42:55.198Z,0.0,,,0
S2B_MSIL2A_20210606T071619_N0500_R006_T38RPN_20230313T182514.SAFE,2021-06-06T07:32:59.901Z,0.0,,,0
S2B_MSIL2A_20210609T072619_N0500_R049_T38RPN_20230214T060014.SAFE,2021-06-09T07:42:55.439Z,0.0,,,0
S2A_MSIL2A_20210611T071621_N0500_R006_T38RPN_20230308T014136.SAFE,2021-06-11T07:32:59.561Z,0.41,,,0
S2A_MSIL2A_20210614T072621_N0500_R049_T38RPN_20230308T083951.SAFE,2021-06-14T07:42:54.825Z,0.0,,,0
S2B_MSIL2A_20210616T071619_N0500_R006_T38RPN_20230321T154837.SAFE,2021-06-16T07:32:59.853Z,0.0,,,0
S2B_MSIL2A_20210619T072619_N0500_R049_T38RPN_20230308T172126.SAFE,2021-06-19T07:42:55.184Z,0.91,,,0
S2A_MSIL2A_20210621T071621_N0500_R006_T38RPN_20230308T114040.SAFE,2021-06-21T07:32:59.712Z,0.29,,,0
S2A_MSIL2A_20210624T072621_N0500_R049_T38RPN_20230307T234212.SAFE,2021-06-24T07:42:55.614Z,0.0,,,0
S2B_MSIL2A_20210626T071619_N0500_R006_T38RPN_20230316T221744.SAFE,2021-06-26T07:32:59.557Z,0.0,,,0
S2B_MSIL2A_20210629T072619_N0500_R049_T38RPN_20230319T125457.SAFE,2021-06-29T07:42:55.38Z,4.92,,,0
S2A_MSIL2A_20210701T071621_N0500_R006_T38RPN_20230131T210821.SAFE,2021-07-01T07:33:00.971Z,0.27,,,0
S2A_MSIL2A_20210704T072621_N0500_R049_T38RPN_20230201T155743.SAFE,2021-07-04T07:42:56.759Z,0.0,,,0
S2B_MSIL2A_20210706T071619_N0500_R006_T38RPN_20230202T145840.SAFE,2021-07-06T07:33:00.505Z,20.81,,,0
S2B_MSIL2A_20210709T072619_N0500_R049_T38RPN_20230224T223403.SAFE,2021-07-09T07:42:56.2Z,0.0,,,0
S2A_MSIL2A_20210711T071621_N0500_R006_T38RPN_20230205T141740.SAFE,2021-07-11T07:33:01.913Z,0.21,,,0
S2A_MSIL2A_20210714T072621_N0500_R049_T38RPN_20230224T100205.SAFE,2021-07-14T07:42:57.553Z,11.41,,,0
S2B_MSIL2A_20210716T071619_N0500_R006_T38RPN_20230225T001759.SAFE,2021-07-16T07:33:00.93Z,25.91,,,0
S2B_MSIL2A_20210719T072619_N0500_R049_T38RPN_20230214T051928.SAFE,2021-07-19T07:42:56.43Z,4.72,,,0
S2A_MSIL2A_20210721T071621_N0500_R006_T38RPN_20230215T010418.SAFE,2021-07-21T07:33:02.305Z,31.31,,,0
S2A_MSIL2A_20210724T072621_N0500_R049_T38RPN_20230220T011645.SAFE,2021-07-24T07:42:57.802Z,0.0,,,0
S2B_MSIL2A_20210726T071619_N0500_R006_T38RPN_20230220T113113.SAFE,2021-07-26T07:33:00.844Z,0.06,,,0
S2B_MSIL2A_20210729T072619_N0500_R049_T38RPN_20230221T051646.SAFE,2021-07-29T07:42:56.175Z,7.58,,,0
S2A_MSIL2A_20210731T071621_N0500_R006_T38RPN_20230221T212206.SAFE,2021-07-31T07:33:02.17Z,0.28,,,0
S2A_MSIL2A_20210803T072621_N0500_R049_T38RPN_20230211T064055.SAFE,2021-08-03T07:42:57.462Z,0.0,,,0
S2B_MSIL2A_20210805T071619_N0500_R006_T38RPN_20230211T062838.SAFE,2021-08-05T07:33:00.154Z,2.59,,,0
S2B_MSIL2A_20210808T072619_N0500_R049_T38RPN_20230117T143129.SAFE,2021-08-08T07:42:55.338Z,0.19,,,0
S2A_MSIL2A_20210810T071621_N0500_R006_T38RPN_20230212T025244.SAFE,2021-08-10T07:33:01.533Z,0.17,,,0
S2A_MSIL2A_20210813T072621_N0500_R049_T38RPN_20230212T202446.SAFE,2021-08-13T07:42:56.942Z,8.59,,,0
S2B_MSIL2A_20210815T071619_N0500_R006_T38RPN_20230130T093203.SAFE,2021-08-15T07:32:58.968Z,0.05,,,0
S2B_MSIL2A_20210818T072619_N0500_R049_T38RPN_20230228T001332.SAFE,2021-08-18T07:42:53.974Z,0.0,,,0
S2A_MSIL2A_20210820T071621_N0500_R006_T38RPN_20230217T021711.SAFE,2021-08-20T07:33:01.222Z,0.37,,,0
S2A_MSIL2A_20210823T072621_N0500_R049_T38RPN_20230213T230024.SAFE,2021-08-23T07:42:56.508Z,0.01,,,0
S2B_MSIL2A_20210825T071619_N0500_R006_T38RPN_20230126T175445.SAFE,2021-08-25T07:32:58.799Z,0.04,,,0
S2B_MSIL2A_20210828T072619_N0500_R049_T38RPN_20230218T135839.SAFE,2021-08-28T07:42:52.128Z,0.0,,,0
S2A_MSIL2A_20210830T071621_N0500_R006_T38RPN_20230222T090821.SAFE,2021-08-30T07:33:00.395Z,0.21,,,0
S2A_MSIL2A_20210902T072621_N0500_R049_T38RPN_20230114T084302.SAFE,2021-09-02T07:42:55.481Z,8.43,,,0
S2A_MSIL2A_20210902T072621_N0500_R049_T38RPN_20230114T083713.SAFE,2021-09-02T07:42:55.481Z,8.43,,,0
S2B_MSIL2A_20210904T071619_N0500_R006_T38RPN_20230117T085746.SAFE,2021-09-04T07:32:55.42Z,0.0,,,0
S2B_MSIL2A_20210907T072609_N0500_R049_T38RPN_20230114T004708.SAFE,2021-09-07T07:42:50.868Z,0.0,,,0
S2A_MSIL2A_20210909T071621_N0500_R006_T38RPN_20230114T070459.SAFE,2021-09-09T07:32:58.987Z,0.21,,,0
S2A_MSIL2A_20210912T072621_N0500_R049_T38RPN_20230114T111310.SAFE,2021-09-12T07:42:55.091Z,0.77,,,0
S2B_MSIL2A_20210914T071619_N0500_R006_T38RPN_20230114T095310.SAFE,2021-09-14T07:32:55.084Z,0.01,,,0
S2B_MSIL2A_20210917T072609_N0500_R049_T38RPN_20230121T073103.SAFE,2021-09-17T07:42:50.56Z,1.69,,,0
S2A_MSIL2A_20210919T071621_N0500_R006_T38RPN_20230118T163024.SAFE,2021-09-19T07:33:01.276Z,0.25,,,0
S2A_MSIL2A_20210922T072621_N0500_R049_T38RPN_20230121T220621.SAFE,2021-09-22T07:42:57.369Z,0.0,,,0
S2B_MSIL2A_20210924T071629_N0500_R006_T38RPN_20230119T180727.SAFE,2021-09-24T07:32:56.98Z,0.08,,,0
S2B_MSIL2A_20210927T072649_N0500_R049_T38RPN_20230125T112240.SAFE,2021-09-27T07:42:53.119Z,0.27,,,0
S2A_MSIL2A_20210929T071701_N0500_R006_T38RPN_20230126T000704.SAFE,2021-09-29T07:33:03.081Z,0.21,,,0
S2A_MSIL2A_20211002T072731_N0500_R049_T38RPN_20230109T005706.SAFE,2021-10-02T07:42:58.939Z,0.26,,,0
S2B_MSIL2A_20211004T071739_N0500_R006_T38RPN_20230111T045441.SAFE,2021-10-04T07:32:58.952Z,0.02,,,0
S2B_MSIL2A_20211007T072759_N0500_R049_T38RPN_20230108T011251.SAFE,2021-10-07T07:42:54.894Z,0.0,,,0
S2A_MSIL2A_20211009T071821_N0500_R006_T38RPN_20230125T070100.SAFE,2021-10-09T07:33:04.108Z,0.21,,,0
S2A_MSIL2A_20211012T072841_N0500_R049_T38RPN_20230108T104855.SAFE,2021-10-12T07:42:59.732Z,0.0,,,0
S2B_MSIL2A_20211014T071849_N0500_R006_T38RPN_20230115T094934.SAFE,2021-10-14T07:33:00.096Z,0.0,,,0
S2B_MSIL2A_20211017T072909_N0500_R049_T38RPN_20230115T201821.SAFE,2021-10-17T07:42:55.789Z,0.0,,,0
S2A_MSIL2A_20211019T071921_N0500_R006_T38RPN_20230110T041640.SAFE,2021-10-19T07:33:04.277Z,0.19,,,0
S2A_MSIL2A_20211022T072951_N0500_R049_T38RPN_20230111T215223.SAFE,2021-10-22T07:42:59.677Z,0.0,,,0
S2B_MSIL2A_20211024T071949_N0500_R006_T38RPN_20230102T144420.SAFE,2021-10-24T07:33:00.418Z,0.1,,,0
S2B_MSIL2A_20211027T073019_N0500_R049_T38RPN_20230112T165743.SAFE,2021-10-27T07:42:55.844Z,0.0,,,0
S2A_MSIL2A_20211029T072031_N0500_R006_T38RPN_20230128T024926.SAFE,2021-10-29T07:33:03.604Z,88.09,,,0
S2A_MSIL2A_20211101T073051_N0500_R049_T38RPN_20230103T074647.SAFE,2021-11-01T07:42:58.719Z,0.0,,,0
S2B_MSIL2A_20211103T072049_N0500_R006_T38RPN_20230107T132215.SAFE,2021-11-03T07:32:59.795Z,0.07,,,0
S2B_MSIL2A_20211106T073019_N0500_R049_T38RPN_20230108T070741.SAFE,2021-11-06T07:42:54.904Z,0.0,,,0
S2A_MSIL2A_20211108T072121_N0500_R006_T38RPN_20221231T162628.SAFE,2021-11-08T07:33:01.902Z,0.19,,,0
S2A_MSIL2A_20211111T073141_N0500_R049_T38RPN_20230104T140608.SAFE,2021-11-11T07:42:56.603Z,0.0,,,0
S2B_MSIL2A_20211113T072139_N0500_R006_T38RPN_20230105T013056.SAFE,2021-11-13T07:32:57.973Z,0.1,,,0
S2B_MSIL2A_20211116T073109_N0500_R049_T38RPN_20230104T232209.SAFE,2021-11-16T07:42:52.764Z,11.95,,,0
S2A_MSIL2A_20211118T072201_N0500_R006_T38RPN_20230101T070449.SAFE,2021-11-18T07:32:59.127Z,0.17,,,0
S2A_MSIL2A_20211121T073221_N0500_R049_T38RPN_20230102T025144.SAFE,2021-11-21T07:42:54.479Z,0.0,,,0
S2B_MSIL2A_20211123T072219_N0500_R006_T38RPN_20230105T234203.SAFE,2021-11-23T07:32:55.328Z,0.74,,,0
S2B_MSIL2A_20211126T073139_N0500_R049_T38RPN_20230102T162017.SAFE,2021-11-26T07:42:49.983Z,0.0,,,0
S2A_MSIL2A_20211128T072241_N0500_R006_T38RPN_20230106T160709.SAFE,2021-11-28T07:32:58.815Z,0.31,,,0
S2A_MSIL2A_20211201T073251_N0500_R049_T38RPN_20221228T194822.SAFE,2021-12-01T07:42:54.036Z,0.1,,,0
S2B_MSIL2A_20211203T072249_N0500_R006_T38RPN_20221225T072523.SAFE,2021-12-03T07:32:54.285Z,0.05,,,0
S2B_MSIL2A_20211206T073209_N0500_R049_T38RPN_20221227T090628.SAFE,2021-12-06T07:42:49.48Z,1.08,,,0
S2A_MSIL2A_20211208T072311_N0500_R006_T38RPN_20221228T222447.SAFE,2021-12-08T07:32:57.697Z,0.26,,,0
S2A_MSIL2A_20211211T073311_N0500_R049_T38RPN_20221223T043032.SAFE,2021-12-11T07:42:53.357Z,8.24,,,0
S2B_MSIL2A_20211213T072309_N0500_R006_T38RPN_20221225T042652.SAFE,2021-12-13T07:32:53.061Z,11.57,,,0
S2B_MSIL2A_20211216T073219_N0500_R049_T38RPN_20221226T013134.SAFE,2021-12-16T07:42:48.045Z,16.56,,,0
S2A_MSIL2A_20211218T072321_N0500_R006_T38RPN_20221224T225846.SAFE,2021-12-18T07:32:59.416Z,72.69,,,0
S2A_MSIL2A_20211221T073331_N0500_R049_T38RPN_20221223T210531.SAFE,2021-12-21T07:42:55.357Z,6.39,,,0
S2B_MSIL2A_20211223T072319_N0500_R006_T38RPN_20221226T231652.SAFE,2021-12-23T07:32:53.916Z,3.98,,,0
S2B_MSIL2A_20211226T073229_N0500_R049_T38RPN_20221228T044610.SAFE,2021-12-26T07:42:49.793Z,88.26,,,0
S2A_MSIL2A_20211228T072321_N0500_R006_T38RPN_20221227T005136.SAFE,2021-12-28T07:33:00.502Z,55.15,,,0
S2A_MSIL2A_20211231T073321_N0500_R049_T38RPN_20221228T174051.SAFE,2021-12-31T07:42:56.063Z,92.32,,,0
S2B_MSIL2A_20220105T073209_N0510_R049_T38RPN_20240424T074730.SAFE,2022-01-05T07:42:50.455Z,0.0,,,0
S2A_MSIL2A_20220107T072311_N0510_R006_T38RPN_20240425T103131.SAFE,2022-01-07T07:33:00.407Z,81.22,,,0
S2A_MSIL2A_20220110T073301_N0510_R049_T38RPN_20240427T023204.SAFE,2022-01-10T07:42:55.661Z,0.0,,,0
S2B_MSIL2A_20220112T072249_N0510_R006_T38RPN_20240428T121616.SAFE,2022-01-12T07:32:54.825Z,0.1,,,0
S2B_MSIL2A_20220115T073149_N0510_R049_T38RPN_20240430T160734.SAFE,2022-01-15T07:42:50.114Z,87.92,,,0
S2A_MSIL2A_20220117T072241_N0510_R006_T38RPN_20240501T235330.SAFE,2022-01-17T07:32:59.424Z,9.5,,,0
S2A_MSIL2A_20220120T073231_N0510_R049_T38RPN_20240503T064835.SAFE,2022-01-20T07:42:54.329Z,4.55,,,0
S2B_MSIL2A_20220122T072209_N0510_R006_T38RPN_20240504T065645.SAFE,2022-01-22T07:32:53.787Z,0.49,,,0
S2B_MSIL2A_20220125T073109_N0510_R049_T38RPN_20240505T175714.SAFE,2022-01-25T07:42:48.676Z,0.0,,,0
S2A_MSIL2A_20220127T072151_N0510_R006_T38RPN_20240507T035550.SAFE,2022-01-27T07:32:59.063Z,0.17,,,0
S2A_MSIL2A_20220130T073141_N0510_R049_T38RPN_20240508T160409.SAFE,2022-01-30T07:42:54.486Z,25.71,,,0
S2B_MSIL2A_20220201T072119_N0510_R006_T38RPN_20240509T105751.SAFE,2022-02-01T07:32:53.187Z,8.56,,,0
S2B_MSIL2A_20220204T073009_N0510_R049_T38RPN_20240510T110354.SAFE,2022-02-04T07:42:48.767Z,0.0,,,0
S2A_MSIL2A_20220206T072101_N0510_R006_T38RPN_20240512T092247.SAFE,2022-02-06T07:32:58.49Z,0.19,,,0
S2A_MSIL2A_20220209T073041_N0510_R049_T38RPN_20240513T024745.SAFE,2022-02-09T07:42:53.495Z,0.0,,,0
S2B_MSIL2A_20220211T072019_N0510_R006_T38RPN_20240513T143122.SAFE,2022-02-11T07:32:53.137Z,0.18,,,0
S2B_MSIL2A_20220214T073009_N0510_R049_T38RPN_20240515T003908.SAFE,2022-02-14T07:42:48.308Z,0.0,,,0
S2A_MSIL2A_20220216T072001_N0510_R006_T38RPN_20240515T155411.SAFE,2022-02-16T07:32:59.635Z,0.12,,,0
S2A_MSIL2A_20220219T072941_N0510_R049_T38RPN_20240516T151611.SAFE,2022-02-19T07:42:55.86Z,0.0,,,0
S2B_MSIL2A_20220221T071919_N0510_R006_T38RPN_20240517T003410.SAFE,2022-02-21T07:32:53.539Z,0.21,,,0
S2B_MSIL2A_20220224T072859_N0510_R049_T38RPN_20240530T013647.SAFE,2022-02-24T07:42:49.797Z,0.0,,,0
S2A_MSIL2A_20220226T071851_N0510_R006_T38RPN_20240531T120059.SAFE,2022-02-26T07:33:01.806Z,0.18,,,0
S2A_MSIL2A_20220301T072831_N0510_R049_T38RPN_20240521T183748.SAFE,2022-03-01T07:42:57.742Z,1.88,,,0
S2B_MSIL2A_20220303T071809_N0510_R006_T38RPN_20240519T231222.SAFE,2022-03-03T07:32:55.888Z,0.19,,,0
S2B_MSIL2A_20220306T072749_N0510_R049_T38RPN_20240525T112208.SAFE,2022-03-06T07:42:51.861Z,36.09,,,0
S2A_MSIL2A_20220308T071741_N0510_R006_T38RPN_20240521T114711.SAFE,2022-03-08T07:33:02.892Z,8.2,,,0
S2A_MSIL2A_20220311T072721_N0510_R049_T38RPN_20240518T162728.SAFE,2022-03-11T07:42:58.448Z,47.65,,,0
S2B_MSIL2A_20220313T071659_N0510_R006_T38RPN_20240525T165934.SAFE,2022-03-13T07:32:56.994Z,0.21,,,0
S2B_MSIL2A_20220316T072639_N0510_R049_T38RPN_20240523T103001.SAFE,2022-03-16T07:42:52.499Z,0.0,,,0
S2A_MSIL2A_20220318T071631_N0510_R006_T38RPN_20240529T063111.SAFE,2022-03-18T07:33:02.576Z,30.28,,,0
S2A_MSIL2A_20220321T072621_N0510_R049_T38RPN_20240530T115630.SAFE,2022-03-21T07:42:57.691Z,49.76,,,0
S2B_MSIL2A_20220323T071619_N0510_R006_T38RPN_20240530T085331.SAFE,2022-03-23T07:32:56.626Z,1.02,,,0
S2B_MSIL2A_20220326T072609_N0510_R049_T38RPN_20240522T191401.SAFE,2022-03-26T07:42:51.747Z,0.0,,,0
S2A_MSIL2A_20220328T071621_N0510_R006_T38RPN_20240526T170301.SAFE,2022-03-28T07:33:01.493Z,0.24,,,0
S2A_MSIL2A_20220331T072621_N0510_R049_T38RPN_20240528T171425.SAFE,2022-03-31T07:42:56.645Z,0.0,,,0
S2B_MSIL2A_20220402T071619_N0510_R006_T38RPN_20240522T093048.SAFE,2022-04-02T07:32:55.529Z,11.41,,,0
S2B_MSIL2A_20220405T072609_N0510_R049_T38RPN_20240604T053101.SAFE,2022-04-05T07:42:51.199Z,3.87,,,0
S2A_MSIL2A_20220407T071621_N0510_R006_T38RPN_20240524T235739.SAFE,2022-04-07T07:32:59.633Z,0.17,,,0
S2A_MSIL2A_20220410T072621_N0510_R049_T38RPN_20240524T085837.SAFE,2022-04-10T07:42:56.013Z,0.42,,,0
S2B_MSIL2A_20220412T071619_N0510_R006_T38RPN_20240602T080104.SAFE,2022-04-12T07:32:55.494Z,34.5,,,0
S2B_MSIL2A_20220415T072609_N0510_R049_T38RPN_20240527T164932.SAFE,2022-04-15T07:42:50.605Z,99.68,,,0
S2A_MSIL2A_20220417T071621_N0510_R006_T38RPN_20240609T132959.SAFE,2022-04-17T07:33:02.622Z,4.52,,,0
S2A_MSIL2A_20220420T072621_N0510_R049_T38RPN_20240608T162934.SAFE,2022-04-20T07:42:58.709Z,40.47,,,0
S2B_MSIL2A_20220422T071609_N0510_R006_T38RPN_20240609T222231.SAFE,2022-04-22T07:32:53.677Z,99.7,,,0
S2B_MSIL2A_20220425T072609_N0510_R049_T38RPN_20240524T154010.SAFE,2022-04-25T07:42:48.227Z,100.0,,,0
S2A_MSIL2A_20220427T071621_N0510_R006_T38RPN_20240610T113109.SAFE,2022-04-27T07:33:04.029Z,6.75,,,0
S2A_MSIL2A_20220430T072621_N0510_R049_T38RPN_20240609T120735.SAFE,2022-04-30T07:42:59.536Z,0.0,,,0
S2B_MSIL2A_20220502T071609_N0510_R006_T38RPN_20240608T081340.SAFE,2022-05-02T07:32:53.304Z,0.37,,,0
S2B_MSIL2A_20220505T072609_N0510_R049_T38RPN_20240608T001742.SAFE,2022-05-05T07:42:49.816Z,3.96,,,0
S2A_MSIL2A_20220507T071621_N0510_R006_T38RPN_20240613T003436.SAFE,2022-05-07T07:33:03.365Z,32.14,,,0
S2A_MSIL2A_20220510T072621_N0510_R049_T38RPN_20240615T201241.SAFE,2022-05-10T07:42:58.246Z,0.0,,,0
S2B_MSIL2A_20220512T071619_N0510_R006_T38RPN_20240611T132513.SAFE,2022-05-12T07:32:56.922Z,0.28,,,0
S2B_MSIL2A_20220515T072619_N0510_R049_T38RPN_20240614T023054.SAFE,2022-05-15T07:42:53.277Z,13.64,,,0
S2A_MSIL2A_20220517T071621_N0510_R006_T38RPN_20240614T234056.SAFE,2022-05-17T07:33:04.178Z,6.79,,,0
S2A_MSIL2A_20220520T072621_N0510_R049_T38RPN_20240615T210456.SAFE,2022-05-20T07:43:00.563Z,0.0,,,0
S2B_MSIL2A_20220522T071619_N0510_R006_T38RPN_20240619T013333.SAFE,2022-05-22T07:32:58.951Z,0.36,,,0
S2B_MSIL2A_20220525T072619_N0510_R049_T38RPN_20240629T191443.SAFE,2022-05-25T07:42:54.556Z,0.0,,,0
S2A_MSIL2A_20220527T071621_N0510_R006_T38RPN_20240619T104901.SAFE,2022-05-27T07:33:06.398Z,0.36,,,0
S2A_MSIL2A_20220530T072621_N0510_R049_T38RPN_20240628T034642.SAFE,2022-05-30T07:43:02.12Z,0.0,,,0
S2B_MSIL2A_20220601T071619_N0510_R006_T38RPN_20240624T150112.SAFE,2022-06-01T07:32:58.667Z,0.35,,,0
S2B_MSIL2A_20220604T072619_N0510_R049_T38RPN_20240630T211716.SAFE,2022-06-04T07:42:54.669Z,0.0,,,0
S2A_MSIL2A_20220606T071631_N0510_R006_T38RPN_20240715T080235.SAFE,2022-06-06T07:33:06.719Z,0.13,,,0
S2A_MSIL2A_20220609T072621_N0510_R049_T38RPN_20240619T201233.SAFE,2022-06-09T07:43:03.249Z,0.0,,,0
S2B_MSIL2A_20220611T071619_N0510_R006_T38RPN_20240619T222944.SAFE,2022-06-11T07:33:01.405Z,0.24,,,0
S2B_MSIL2A_20220614T072619_N0510_R049_T38RPN_20240629T104503.SAFE,2022-06-14T07:42:57.706Z,0.0,,,0
S2A_MSIL2A_20220616T071631_N0510_R006_T38RPN_20240628T170447.SAFE,2022-06-16T07:33:09.855Z,0.39,,,0
S2A_MSIL2A_20220619T072631_N0510_R049_T38RPN_20240619T160322.SAFE,2022-06-19T07:43:05.999Z,0.0,,,0
S2B_MSIL2A_20220621T071619_N0510_R006_T38RPN_20240620T054447.SAFE,2022-06-21T07:33:03.412Z,0.15,,,0
S2B_MSIL2A_20220624T072619_N0510_R049_T38RPN_20240715T162712.SAFE,2022-06-24T07:42:59.231Z,2.66,,,0
S2A_MSIL2A_20220626T071631_N0510_R006_T38RPN_20240703T014932.SAFE,2022-06-26T07:33:11.465Z,4.82,,,0
S2A_MSIL2A_20220629T072631_N0510_R049_T38RPN_20240630T112854.SAFE,2022-06-29T07:43:07.228Z,0.08,,,0
S2B_MSIL2A_20220701T071619_N0510_R006_T38RPN_20240701T055153.SAFE,2022-07-01T07:33:03.989Z,8.35,,,0
S2B_MSIL2A_20220704T072619_N0510_R049_T38RPN_20240701T043228.SAFE,2022-07-04T07:42:59.463Z,0.24,,,0
S2A_MSIL2A_20220706T071631_N0510_R006_T38RPN_20240701T035101.SAFE,2022-07-06T07:33:10.888Z,0.19,,,0
S2A_MSIL2A_20220706T071631_N0510_R006_T38RPN_20240624T072454.SAFE,2022-07-06T07:33:16.549Z,0.11,,,0
S2A_MSIL2A_20220709T072631_N0510_R049_T38RPN_20240709T235303.SAFE,2022-07-09T07:43:08.11Z,2.89,,,0
S2B_MSIL2A_20220711T071619_N0510_R006_T38RPN_20240703T213525.SAFE,2022-07-11T07:33:03.446Z,24.68,,,0
S2B_MSIL2A_20220714T072619_N0510_R049_T38RPN_20240711T081546.SAFE,2022-07-14T07:42:58.655Z,6.83,,,0
S2A_MSIL2A_20220716T071631_N0510_R006_T38RPN_20240713T151147.SAFE,2022-07-16T07:33:11.177Z,11.71,,,0
S2A_MSIL2A_20220719T072631_N0510_R049_T38RPN_20240717T054859.SAFE,2022-07-19T07:43:06.147Z,10.53,,,0
S2B_MSIL2A_20220721T071619_N0510_R006_T38RPN_20240716T110839.SAFE,2022-07-21T07:33:03.841Z,2.59,,,0
S2B_MSIL2A_20220724T072619_N0510_R049_T38RPN_20240717T022352.SAFE,2022-07-24T07:42:59.407Z,4.1,,,0
S2A_MSIL2A_20220726T071631_N0510_R006_T38RPN_20240712T055005.SAFE,2022-07-26T07:33:08.939Z,39.05,,,0
S2A_MSIL2A_20220729T072631_N0510_R049_T38RPN_20240713T202718.SAFE,2022-07-29T07:43:03.859Z,45.57,,,0
S2B_MSIL2A_20220731T071619_N0510_R006_T38RPN_20240714T101914.SAFE,2022-07-31T07:33:03.727Z,38.02,,,0
S2B_MSIL2A_20220803T072619_N0510_R049_T38RPN_20240717T153748.SAFE,2022-08-03T07:42:58.991Z,0.01,,,0
S2A_MSIL2A_20220805T071631_N0510_R006_T38RPN_20240712T080347.SAFE,2022-08-05T07:33:09.974Z,67.47,,,0
S2A_MSIL2A_20220808T072631_N0510_R049_T38RPN_20240716T030044.SAFE,2022-08-08T07:43:05.951Z,0.0,,,0
S2B_MSIL2A_20220810T071619_N0510_R006_T38RPN_20240713T193556.SAFE,2022-08-10T07:33:02.683Z,18.55,,,0
S2B_MSIL2A_20220813T072619_N0510_R049_T38RPN_20240708T083025.SAFE,2022-08-13T07:42:57.636Z,13.69,,,0
S2A_MSIL2A_20220815T071631_N0510_R006_T38RPN_20240713T210110.SAFE,2022-08-15T07:33:11.294Z,0.14,,,0
S2A_MSIL2A_20220818T072631_N0510_R049_T38RPN_20240704T024753.SAFE,2022-08-18T07:43:06.963Z,3.58,,,0
S2B_MSIL2A_20220820T071619_N0510_R006_T38RPN_20240703T201938.SAFE,2022-08-20T07:33:00.508Z,0.18,,,0
S2B_MSIL2A_20220823T072619_N0510_R049_T38RPN_20240718T140916.SAFE,2022-08-23T07:42:55.055Z,2.97,,,0
S2A_MSIL2A_20220825T071631_N0510_R006_T38RPN_20240705T085735.SAFE,2022-08-25T07:33:11.466Z,35.4,,,0
S2A_MSIL2A_20220828T072631_N0510_R049_T38RPN_20240707T215507.SAFE,2022-08-28T07:43:06.864Z,0.18,,,0
S2B_MSIL2A_20220830T071619_N0510_R006_T38RPN_20240709T114011.SAFE,2022-08-30T07:32:59.749Z,0.13,,,0
S2B_MSIL2A_20220902T072619_N0510_R049_T38RPN_20240728T045639.SAFE,2022-09-02T07:42:55.652Z,0.0,,,0
S2A_MSIL2A_20220904T071631_N0510_R006_T38RPN_20240728T083734.SAFE,2022-09-04T07:33:10.695Z,0.04,,,0
S2A_MSIL2A_20220907T072631_N0510_R049_T38RPN_20240729T013023.SAFE,2022-09-07T07:43:05.755Z,0.0,,,0
S2B_MSIL2A_20220909T071619_N0510_R006_T38RPN_20240726T193359.SAFE,2022-09-09T07:33:00.857Z,0.21,,,0
S2B_MSIL2A_20220912T072619_N0510_R049_T38RPN_20240731T183636.SAFE,2022-09-12T07:42:56.407Z,0.0,,,0
S2A_MSIL2A_20220914T071631_N0510_R006_T38RPN_20240726T222849.SAFE,2022-09-14T07:33:08.671Z,0.08,,,0
S2A_MSIL2A_20220917T072621_N0510_R049_T38RPN_20240731T201042.SAFE,2022-09-17T07:43:03.234Z,0.0,,,0
S2B_MSIL2A_20220919T071619_N0510_R006_T38RPN_20240728T224720.SAFE,2022-09-19T07:33:00.475Z,0.1,,,0
S2B_MSIL2A_20220922T072619_N0510_R049_T38RPN_20240729T060149.SAFE,2022-09-22T07:42:55.563Z,0.32,,,0
S2A_MSIL2A_20220924T071631_N0510_R006_T38RPN_20240725T212248.SAFE,2022-09-24T07:33:05.954Z,0.23,,,0
S2A_MSIL2A_20220927T072701_N0510_R049_T38RPN_20240725T211615.SAFE,2022-09-27T07:43:01.62Z,0.0,,,0
S2B_MSIL2A_20220929T071659_N0510_R006_T38RPN_20240726T145456.SAFE,2022-09-29T07:32:58.655Z,0.13,,,0
S2B_MSIL2A_20221002T072719_N0510_R049_T38RPN_20240801T195050.SAFE,2022-10-02T07:42:53.245Z,0.0,,,0
S2A_MSIL2A_20221004T071741_N0510_R006_T38RPN_20240731T233823.SAFE,2022-10-04T07:33:05.935Z,0.13,,,0
S2A_MSIL2A_20221007T072801_N0510_R049_T38RPN_20240802T053308.SAFE,2022-10-07T07:43:00.972Z,0.0,,,0
S2B_MSIL2A_20221009T071809_N0510_R006_T38RPN_20240727T062958.SAFE,2022-10-09T07:32:56.935Z,0.16,,,0
S2B_MSIL2A_20221012T072829_N0510_R049_T38RPN_20240801T051755.SAFE,2022-10-12T07:42:53.089Z,0.0,,,0
S2A_MSIL2A_20221014T071851_N0510_R006_T38RPN_20240802T014813.SAFE,2022-10-14T07:33:03.446Z,0.14,,,0
S2A_MSIL2A_20221017T072911_N0510_R049_T38RPN_20240723T151551.SAFE,2022-10-17T07:42:57.563Z,0.0,,,0
S2B_MSIL2A_20221019T071919_N0510_R006_T38RPN_20240726T092418.SAFE,2022-10-19T07:32:58.323Z,2.98,,,0
S2B_MSIL2A_20221022T072939_N0510_R049_T38RPN_20240722T020915.SAFE,2022-10-22T07:42:53.81Z,0.0,,,0
